load1,load2,load3,price
0.13,0.0,0.079,18.05
0.13,0.0,0.063,18.05
0.275,0.0,0.086,27.03
0.365,0.0,0.211,27.03
0.42,0.01,0.091,27.03
0.355,0.0,0.083,27.03
0.37,0.0,0.087,30.96
0.375,0.07,0.091,30.96
0.375,0.31,0.081,30.96
0.385,0.07,0.055,30.96
0.36,0.01,0.046,34.22
0.385,0.01,0.032,34.22
0.37,0.045,0.033,34.22
0.345,0.095,0.049,34.22
0.35,0.115,0.041,34.4
0.455,0.095,0.053,34.4
0.435,0.07,0.054,34.4
0.4,0.095,0.026,34.4
0.43,0.085,0.035,34.94
0.42,0.165,0.045,34.94
0.405,0.15,0.025,34.94
0.405,0.15,0.041,34.94
0.355,0.135,0.038,31.3
0.325,0.145,0.031,31.3
0.425,0.14,0.062,31.3
0.34,0.15,0.041,31.3
0.36,0.135,0.04,22.09
0.34,0.145,0.028,22.09
0.325,0.16,0.039,22.09
0.335,0.16,0.041,22.09
0.33,0.16,0.031,19.26
0.34,0.16,0.031,19.26
0.33,0.17,0.048,19.26
0.325,0.15,0.039,19.26
0.335,0.15,0.056,17.23
0.32,0.13,0.058,17.23
0.35,0.115,0.027,17.23
0.34,0.05,0.032,17.23
0.33,0.06,0.048,15.94
0.34,0.045,0.04,15.94
0.33,0.06,0.032,15.94
0.365,0.065,0.066,15.94
0.345,0.075,0.154,15.11
0.355,0.06,0.091,15.11
0.185,0.075,0.22,15.11
0.09,0.06,0.462,15.11
0.095,0.065,0.467,14.23
0.1,0.07,0.416,14.23
0.18,0.08,0.337,14.23
0.165,0.07,0.831,14.23
0.125,0.07,0.657,12.07
0.18,0.075,0.545,12.07
0.505,0.07,0.323,12.07
0.115,0.065,0.017,12.07
0.115,0.045,0.033,11.12
0.135,0.0,0.017,11.12
0.09,0.0,0.0,11.12
0.12,0.0,0.0,11.12
0.1,0.0,0.004,13.89
0.13,0.0,0.009,13.89
0.13,0.0,0.007,13.89
0.105,0.0,0.0,13.89
0.1,0.0,0.0,15.92
0.13,0.0,0.0,15.92
0.135,0.0,0.0,15.92
0.125,0.0,0.0,15.92
0.095,0.0,0.0,15.55
0.3,0.0,0.0,15.55
0.515,0.0,0.0,15.55
0.255,0.0,0.0,15.55
0.105,0.0,0.0,15.88
0.38,0.0,0.0,15.88
0.285,0.0,0.0,15.88
0.405,0.0,0.0,15.88
0.315,0.0,0.0,14.3
0.1,0.0,0.0,14.3
0.09,0.0,0.0,14.3
0.095,0.0,0.0,14.3
0.095,0.0,0.0,13.24
0.1,0.0,0.0,13.24
0.1,0.0,0.0,13.24
0.09,0.0,0.0,13.24
0.09,0.0,0.0,11.15
0.09,0.0,0.0,11.15
0.095,0.0,0.0,11.15
0.095,0.015,0.352,11.15
0.12,0.07,0.445,10.14
0.09,0.025,0.205,10.14
0.085,0.0,0.073,10.14
0.12,0.0,0.063,10.14
0.15,0.0,0.065,10.69
0.08,0.0,0.07,10.69
0.095,0.0,0.039,10.69
0.11,0.0,0.058,10.69
0.115,0.0,0.072,13.58
0.105,0.01,0.078,13.58
0.115,0.01,0.072,13.58
0.135,0.0,0.082,13.58
0.14,0.0,0.101,16.22
0.13,0.0,0.08,16.22
0.13,0.01,0.064,16.22
0.125,0.0,0.064,16.22
0.13,0.0,0.049,18.0
0.16,0.0,0.049,18.0
0.17,0.01,0.056,18.0
0.17,0.0,0.039,18.0
0.15,0.03,0.045,17.4
0.125,0.115,0.043,17.4
0.125,0.16,0.058,17.4
0.115,0.16,0.05,17.4
0.09,0.15,0.032,18.14
0.08,0.215,0.039,18.14
0.09,0.21,0.036,18.14
0.085,0.215,0.031,18.14
0.075,0.24,0.043,20.18
0.075,0.23,0.037,20.18
0.115,0.21,0.031,20.18
0.08,0.16,0.062,20.18
0.09,0.17,0.045,15.96
0.08,0.16,0.034,15.96
0.07,0.215,0.04,15.96
0.085,0.25,0.034,15.96
0.07,0.275,0.027,13.42
0.085,0.255,0.039,13.42
0.09,0.23,0.034,13.42
0.085,0.215,0.037,13.42
0.085,0.15,0.048,14.53
0.07,0.15,0.05,14.53
0.085,0.12,0.04,14.53
0.075,0.1,0.031,14.53
0.075,0.09,0.037,11.16
0.085,0.085,0.042,11.16
0.08,0.045,0.023,11.16
0.105,0.055,0.039,11.16
0.075,0.06,0.039,14.51
0.075,0.075,0.136,14.51
0.095,0.055,0.106,14.51
0.09,0.065,0.081,14.51
0.08,0.06,0.058,14.0
0.105,0.06,0.06,14.0
0.095,0.055,0.049,14.0
0.13,0.04,0.028,14.0
0.075,0.045,0.016,15.91
0.095,0.04,0.004,15.91
0.11,0.05,0.016,15.91
0.08,0.035,0.241,15.91
0.1,0.06,0.133,25.95
0.1,0.055,0.052,25.95
0.09,0.07,0.093,25.95
0.1,0.065,0.013,25.95
0.085,0.075,0.056,34.52
0.095,0.055,0.046,34.52
0.095,0.065,0.101,34.52
0.105,0.082,0.139,34.52
0.1,0.098,0.009,37.98
0.09,0.18,0.131,37.98
0.1,0.05,0.0,37.98
0.08,0.035,0.005,37.98
0.095,0.415,0.262,37.86
0.095,0.135,0.094,37.86
0.09,0.135,0.02,37.86
0.11,0.13,0.019,37.86
0.16,0.11,0.0,39.01
0.18,0.105,0.0,39.01
0.11,0.06,0.0,39.01
0.09,0.105,0.086,39.01
0.12,0.08,0.12,38.92
0.1,0.035,0.014,38.92
0.09,0.01,0.0,38.92
0.1,0.205,0.0,38.92
0.08,0.025,0.0,38.79
0.1,0.0,0.0,38.79
0.09,0.07,0.0,38.79
0.09,0.15,0.0,38.79
0.09,0.0,0.0,39.72
0.08,0.0,0.01,39.72
0.085,0.0,0.0,39.72
0.095,0.0,0.0,39.72
0.08,0.0,0.0,38.2
0.1,0.0,0.0,38.2
0.09,0.0,0.007,38.2
0.09,0.0,0.035,38.2
0.085,0.0,0.062,35.75
0.07,0.01,0.08,35.75
0.085,0.375,0.073,35.75
0.08,0.27,0.075,35.75
0.08,0.21,0.086,35.73
0.095,0.215,0.066,35.73
0.105,0.26,0.069,35.73
0.12,0.23,0.084,35.73
0.105,0.0,0.09,39.22
0.11,0.015,0.109,39.22
0.125,0.005,0.081,39.22
0.115,0.0,0.108,39.22
0.125,0.07,0.387,40.59
0.125,0.01,0.169,40.59
0.1,0.105,0.324,40.59
0.135,0.055,0.107,40.59
0.14,0.06,0.293,43.98
0.13,0.125,0.102,43.98
0.15,0.145,0.457,43.98
0.13,0.155,0.484,43.98
0.145,0.145,0.144,41.65
0.12,0.18,0.049,41.65
0.08,0.155,0.054,41.65
0.09,0.2,0.279,41.65
0.08,0.22,0.086,37.23
0.085,0.225,0.227,37.23
0.09,0.255,0.153,37.23
0.085,0.255,0.141,37.23
0.075,0.255,0.092,36.98
0.075,0.265,0.231,36.98
0.075,0.26,0.061,36.98
0.08,0.25,0.238,36.98
0.08,0.24,0.077,28.91
0.085,0.225,0.222,28.91
0.085,0.23,0.051,28.91
0.065,0.225,0.25,28.91
0.08,0.26,0.078,24.24
0.075,0.235,0.25,24.24
0.07,0.21,0.05,24.24
0.09,0.17,0.214,24.24
0.085,0.14,0.11,22.05
0.08,0.145,0.214,22.05
0.08,0.155,0.084,22.05
0.075,0.125,0.24,22.05
0.07,0.075,0.042,20.37
0.08,0.045,0.212,20.37
0.08,0.055,0.126,20.37
0.085,0.045,0.188,20.37
0.09,0.05,0.121,16.75
0.075,0.045,0.13,16.75
0.085,0.055,0.282,16.75
0.1,0.055,0.081,16.75
0.075,0.065,0.247,16.0
0.08,0.07,0.128,16.0
0.1,0.06,0.235,16.0
0.09,0.065,0.077,16.0
0.08,0.055,0.168,17.73
0.105,0.06,0.064,17.73
0.105,0.04,0.006,17.73
0.08,0.05,0.14,17.73
0.225,0.04,0.0,24.33
0.41,0.05,0.13,24.33
0.25,0.04,0.28,24.33
0.435,0.065,0.0,24.33
0.085,0.09,0.0,30.75
0.115,0.065,0.0,30.75
0.09,0.07,0.0,30.75
0.11,0.09,0.0,30.75
0.14,0.06,0.0,31.72
0.115,0.295,0.0,31.72
0.105,0.035,0.0,31.72
0.115,0.055,0.0,31.72
0.095,0.07,0.01,27.67
0.26,0.015,0.0,27.67
0.34,0.0,0.0,27.67
0.385,0.01,0.0,27.67
0.305,0.0,0.0,24.23
0.13,0.0,0.0,24.23
0.11,0.0,0.0,24.23
0.11,0.01,0.0,24.23
0.1,0.0,0.001,23.02
0.09,0.0,0.014,23.02
0.095,0.0,0.16,23.02
0.085,0.0,0.045,23.02
0.1,0.0,0.0,18.72
0.1,0.0,0.0,18.72
0.1,0.0,0.0,18.72
0.09,0.0,0.107,18.72
0.09,0.0,0.013,18.05
0.085,0.0,0.0,18.05
0.105,0.0,0.1,18.05
0.12,0.0,0.065,18.05
0.105,0.0,0.165,17.46
0.085,0.03,0.057,17.46
0.08,0.0,0.057,17.46
0.1,0.0,0.159,17.46
0.09,0.0,0.135,17.32
0.085,0.205,0.097,17.32
0.1,0.075,0.257,17.32
0.075,0.0,0.09,17.32
0.075,0.01,0.115,17.4
0.095,0.0,0.298,17.4
0.08,0.0,0.09,17.4
0.09,0.01,0.085,17.4
0.105,0.0,0.217,17.55
0.105,0.0,0.138,17.55
0.11,0.0,0.167,17.55
0.105,0.01,0.273,17.55
0.125,0.0,0.475,24.03
0.12,0.0,0.146,24.03
0.12,0.065,0.102,24.03
0.14,0.085,0.118,24.03
0.17,0.06,0.092,27.97
0.155,0.185,0.198,27.97
0.155,0.035,0.176,27.97
0.145,0.01,0.083,27.97
0.145,0.07,0.142,27.1
0.39,0.08,0.206,27.1
0.215,0.11,0.064,27.1
0.135,0.1,0.048,27.1
0.135,0.135,0.239,25.2
0.09,0.14,0.055,25.2
0.08,0.2,0.056,25.2
0.075,0.22,0.22,25.2
0.08,0.23,0.058,23.62
0.09,0.26,0.094,23.62
0.08,0.265,0.198,23.62
0.095,0.32,0.077,23.62
0.075,0.325,0.084,15.44
0.07,0.29,0.169,15.44
0.11,0.285,0.078,15.44
0.1,0.215,0.045,15.44
0.115,0.21,0.225,14.92
0.085,0.21,0.048,14.92
0.085,0.14,0.11,14.92
0.08,0.18,0.181,14.92
0.065,0.16,0.066,11.17
0.08,0.15,0.138,11.17
0.08,0.31,0.14,11.17
0.08,0.25,0.059,11.17
0.095,0.14,0.11,8.7
0.085,0.14,0.159,8.7
0.08,0.085,0.06,8.7
0.08,0.065,0.154,8.7
0.07,0.055,0.135,4.89
0.09,0.065,0.071,4.89
0.095,0.055,0.248,4.89
0.09,0.08,0.169,4.89
0.08,0.075,0.089,8.25
0.085,0.07,0.282,8.25
0.09,0.065,0.749,8.25
0.09,0.06,0.364,8.25
0.09,0.065,0.061,16.15
0.09,0.045,0.019,16.15
0.08,0.05,0.005,16.15
0.1,0.04,0.096,16.15
0.115,0.045,0.051,26.34
0.09,0.035,0.003,26.34
0.105,0.05,0.0,26.34
0.11,0.03,0.1,26.34
0.29,0.02,0.0,39.46
0.125,0.03,0.0,39.46
0.09,0.0,0.0,39.46
0.105,0.02,0.001,39.46
0.128,0.01,0.04,39.36
0.36,0.03,0.029,39.36
0.185,0.01,0.0,39.36
0.425,0.0,0.0,39.36
0.448,0.0,0.0,33.94
0.327,0.0,0.0,33.94
0.585,0.0,0.0,33.94
0.402,0.0,0.0,33.94
0.215,0.0,0.0,29.92
0.111,0.0,0.0,29.92
0.124,0.0,0.0,29.92
0.131,0.0,0.0,29.92
0.099,0.0,0.0,29.9
0.08,0.0,0.0,29.9
0.141,0.0,0.0,29.9
0.109,0.0,0.11,29.9
0.12,0.0,0.0,26.44
0.101,0.0,0.0,26.44
0.094,0.0,0.0,26.44
0.105,0.0,0.0,26.44
0.1,0.0,0.077,25.06
0.11,0.0,0.053,25.06
0.1,0.0,0.0,25.06
0.091,0.0,0.0,25.06
0.094,0.0,0.0,24.88
0.091,0.0,0.063,24.88
0.099,0.0,0.126,24.88
0.096,0.0,0.039,24.88
0.1,0.005,0.06,25.06
0.099,0.065,0.036,25.06
0.091,0.0,0.216,25.06
0.125,0.0,0.071,25.06
0.199,0.0,0.061,25.99
0.156,0.0,0.091,25.99
0.129,0.0,0.21,25.99
0.09,0.0,0.142,25.99
0.301,0.0,0.08,33.12
0.085,0.0,0.1,33.12
0.12,0.0,0.105,33.12
0.154,0.0,0.607,33.12
0.125,0.01,0.291,38.1
0.125,0.0,0.107,38.1
0.096,0.0,0.092,38.1
0.105,0.01,0.088,38.1
0.194,0.01,0.091,42.08
0.18,0.0,0.079,42.08
0.126,0.0,0.096,42.08
0.119,0.015,0.231,42.08
0.12,0.12,0.05,43.48
0.105,0.07,0.065,43.48
0.15,0.055,0.063,43.48
0.11,0.075,0.044,43.48
0.07,0.125,0.034,41.57
0.096,0.135,0.036,41.57
0.09,0.14,0.044,41.57
0.08,0.14,0.032,41.57
0.129,0.15,0.031,40.79
0.081,0.15,0.04,40.79
0.089,0.16,0.042,40.79
0.08,0.14,0.048,40.79
0.075,0.195,0.05,36.43
0.086,0.165,0.031,36.43
0.074,0.185,0.031,36.43
0.096,0.165,0.047,36.43
0.089,0.18,0.031,37.45
0.075,0.17,0.033,37.45
0.086,0.18,0.038,37.45
0.069,0.19,0.039,37.45
0.085,0.18,0.051,30.78
0.085,0.18,0.041,30.78
0.091,0.15,0.036,30.78
0.089,0.16,0.041,30.78
0.075,0.15,0.028,30.04
0.086,0.16,0.044,30.04
0.079,0.15,0.03,30.04
0.085,0.16,0.029,30.04
0.111,0.13,0.046,29.33
0.089,0.105,0.055,29.33
0.096,0.085,0.03,29.33
0.125,0.11,0.05,29.33
0.085,0.1,0.034,28.64
0.125,0.115,0.026,28.64
0.085,0.105,0.041,28.64
0.125,0.11,0.027,28.64
0.089,0.11,0.013,26.89
0.105,0.095,0.097,26.89
0.13,0.095,0.04,26.89
0.095,0.075,0.236,26.89
0.105,0.055,0.194,31.47
0.096,0.04,0.0,31.47
0.12,0.055,0.0,31.47
0.104,0.03,0.0,31.47
0.106,0.01,0.151,34.06
0.499,0.0,0.329,34.06
0.156,0.0,0.0,34.06
0.544,0.0,0.0,34.06
0.19,0.0,0.0,31.63
0.105,0.0,0.0,31.63
0.111,0.0,0.0,31.63
0.09,0.0,0.0,31.63
0.1,0.0,0.0,28.08
0.31,0.0,0.0,28.08
0.525,0.0,0.0,28.08
0.29,0.0,0.0,28.08
0.194,0.0,0.0,24.99
0.101,0.0,0.015,24.99
0.115,0.0,0.037,24.99
0.13,0.0,0.097,24.99
0.159,0.0,0.171,23.02
0.096,0.0,0.0,23.02
0.1,0.0,0.0,23.02
0.119,0.0,0.0,23.02
0.1,0.0,0.0,21.12
0.11,0.0,0.0,21.12
0.095,0.0,0.0,21.12
0.101,0.0,0.0,21.12
0.094,0.0,0.0,19.72
0.096,0.0,0.0,19.72
0.114,0.0,0.0,19.72
0.1,0.0,0.0,19.72
0.111,0.0,0.009,18.73
0.105,0.0,0.001,18.73
0.1,0.0,0.042,18.73
0.095,0.0,0.056,18.73
0.095,0.0,0.049,19.03
0.105,0.0,0.06,19.03
0.09,0.0,0.073,19.03
0.089,0.0,0.065,19.03
0.085,0.0,0.079,20.01
0.085,0.0,0.09,20.01
0.111,0.0,0.086,20.01
0.124,0.02,0.076,20.01
0.1,0.0,0.06,27.94
0.105,0.0,0.074,27.94
0.091,0.0,0.068,27.94
0.1,0.015,0.065,27.94
0.099,0.005,0.074,33.79
0.1,0.0,0.079,33.79
0.105,0.0,0.079,33.79
0.085,0.0,0.09,33.79
0.111,0.0,0.063,36.92
0.139,0.0,0.067,36.92
0.131,0.03,0.071,36.92
0.255,0.02,0.077,36.92
0.135,0.02,0.082,37.79
0.305,0.03,0.053,37.79
0.195,0.06,0.067,37.79
0.139,0.065,0.071,37.79
0.146,0.085,0.062,36.34
0.084,0.09,0.039,36.34
0.105,0.115,0.057,36.34
0.076,0.155,0.031,36.34
0.074,0.175,0.032,36.63
0.105,0.17,0.041,36.63
0.086,0.21,0.032,36.63
0.099,0.205,0.037,36.63
0.076,0.215,0.05,29.9
0.075,0.2,0.05,29.9
0.079,0.215,0.042,29.9
0.076,0.205,0.035,29.9
0.095,0.16,0.035,25.37
0.084,0.19,0.038,25.37
0.075,0.18,0.031,25.37
0.085,0.18,0.043,25.37
0.07,0.16,0.028,24.01
0.085,0.125,0.042,24.01
0.086,0.085,0.057,24.01
0.089,0.075,0.048,24.01
0.081,0.04,0.024,22.89
0.074,0.05,0.048,22.89
0.085,0.035,0.032,22.89
0.08,0.05,0.027,22.89
0.08,0.035,0.049,20.13
0.09,0.05,0.032,20.13
0.095,0.055,0.029,20.13
0.116,0.065,0.051,20.13
0.079,0.06,0.051,22.01
0.075,0.06,0.038,22.01
0.111,0.06,0.037,22.01
0.095,0.055,0.034,22.01
0.145,0.065,0.025,23.78
0.094,0.05,0.007,23.78
0.08,0.065,0.0,23.78
0.091,0.055,0.0,23.78
0.079,0.06,0.0,30.66
0.146,0.055,0.0,30.66
0.13,0.065,0.034,30.66
0.56,0.035,0.266,30.66
0.385,0.035,0.02,35.96
0.475,0.06,0.0,35.96
0.494,0.0,0.0,35.96
0.296,0.02,0.007,35.96
0.139,0.04,0.125,37.91
0.321,0.09,0.008,37.91
0.234,0.02,0.0,37.91
0.21,0.01,0.0,37.91
0.281,0.0,0.003,34.95
0.255,0.0,0.043,34.95
0.314,0.0,0.054,34.95
0.141,0.0,0.0,34.95
0.139,0.0,0.0,28.75
0.296,0.0,0.0,28.75
0.114,0.01,0.0,28.75
0.161,0.0,0.0,28.75
0.099,0.0,0.0,27.18
0.1,0.0,0.0,27.18
0.111,0.0,0.0,27.18
0.11,0.0,0.0,27.18
0.125,0.0,0.0,24.23
0.1,0.0,0.0,24.23
0.1,0.0,0.0,24.23
0.094,0.0,0.0,24.23
0.101,0.0,0.0,22.95
0.109,0.0,0.0,22.95
0.09,0.0,0.0,22.95
0.111,0.0,0.15,22.95
0.099,0.0,0.2,22.29
0.095,0.0,0.364,22.29
0.101,0.0,0.258,22.29
0.085,0.0,0.065,22.29
0.1,0.0,0.045,23.3
0.089,0.0,0.07,23.3
0.081,0.0,0.066,23.3
0.089,0.0,0.059,23.3
0.08,0.0,0.052,25.96
0.096,0.0,0.05,25.96
0.119,0.0,0.053,25.96
0.12,0.0,0.085,25.96
0.125,0.215,0.099,32.97
0.105,0.125,0.08,32.97
0.125,0.0,0.107,32.97
0.115,0.0,0.112,32.97
0.09,0.0,0.07,39.96
0.116,0.0,0.07,39.96
0.114,0.0,0.077,39.96
0.13,0.0,0.073,39.96
0.17,0.03,0.07,45.14
0.1,0.015,0.062,45.14
0.131,0.005,0.087,45.14
0.144,0.02,0.101,45.14
0.14,0.01,0.072,42.5
0.141,0.09,0.068,42.5
0.074,0.06,0.082,42.5
0.106,0.055,0.06,42.5
0.09,0.085,0.062,36.14
0.085,0.235,0.067,36.14
0.094,0.14,0.034,36.14
0.071,0.17,0.058,36.14
0.085,0.2,0.059,35.06
0.084,0.2,0.032,35.06
0.09,0.15,0.037,35.06
0.091,0.15,0.038,35.06
0.084,0.15,0.033,26.58
0.09,0.15,0.033,26.58
0.076,0.16,0.037,26.58
0.079,0.115,0.042,26.58
0.085,0.115,0.048,24.24
0.075,0.09,0.041,24.24
0.095,0.075,0.049,24.24
0.086,0.055,0.03,24.24
0.08,0.065,0.023,21.94
0.084,0.055,0.047,21.94
0.07,0.065,0.033,21.94
0.085,0.07,0.028,21.94
0.09,0.08,0.049,18.13
0.085,0.105,0.04,18.13
0.091,0.12,0.05,18.13
0.069,0.36,0.042,18.13
0.09,0.53,0.038,18.01
0.075,0.315,0.034,18.01
0.096,0.095,0.033,18.01
0.119,0.11,0.039,18.01
0.08,0.1,0.041,20.02
0.1,0.11,0.112,20.02
0.085,0.1,0.072,20.02
0.086,0.11,0.094,20.02
0.084,0.09,0.073,19.42
0.091,0.08,0.1,19.42
0.099,0.09,0.027,19.42
0.095,0.08,0.008,19.42
0.111,0.085,0.0,20.85
0.129,0.065,0.0,20.85
0.115,0.075,0.0,20.85
0.11,0.065,0.314,20.85
0.106,0.07,0.563,23.95
0.084,0.035,0.036,23.95
0.091,0.0,0.006,23.95
0.484,0.0,0.001,23.95
0.261,0.0,0.0,24.77
0.11,0.01,0.108,24.77
0.159,0.0,0.012,24.77
0.475,0.0,0.021,24.77
0.13,0.01,0.085,26.21
0.185,0.0,0.004,26.21
0.125,0.0,0.0,26.21
0.131,0.0,0.094,26.21
0.124,0.0,0.006,25.07
0.12,0.0,0.058,25.07
0.46,0.01,0.08,25.07
0.285,0.0,0.042,25.07
0.091,0.01,0.0,24.72
0.349,0.0,0.0,24.72
0.145,0.0,0.281,24.72
0.216,0.0,0.029,24.72
0.154,0.0,0.0,19.76
0.105,0.0,0.0,19.76
0.131,0.0,0.0,19.76
0.135,0.0,0.0,19.76
0.114,0.005,0.0,18.47
0.111,0.005,0.0,18.47
0.105,0.0,0.0,18.47
0.13,0.01,0.006,18.47
0.29,0.0,0.024,20.18
0.125,0.0,0.027,20.18
0.1,0.0,0.058,20.18
0.079,0.0,0.034,20.18
0.105,0.0,0.156,18.07
0.106,0.08,0.137,18.07
0.145,0.01,0.093,18.07
0.124,0.0,0.097,18.07
0.1,0.0,0.085,18.57
0.1,0.0,0.076,18.57
0.101,0.0,0.076,18.57
0.089,0.0,0.085,18.57
0.17,0.0,0.16,23.07
0.12,0.0,0.088,23.07
0.13,0.0,0.075,23.07
0.13,0.005,0.081,23.07
0.276,0.005,0.061,26.5
0.364,0.0,0.066,26.5
0.42,0.0,0.091,26.5
0.356,0.02,0.068,26.5
0.369,0.015,0.071,30.93
0.376,0.035,0.08,30.93
0.374,0.0,0.08,30.93
0.386,0.02,0.1,30.93
0.359,0.06,0.08,32.05
0.386,0.09,0.062,32.05
0.369,0.115,0.061,32.05
0.346,0.11,0.039,32.05
0.349,0.065,0.079,31.48
0.455,0.115,0.062,31.48
0.436,0.12,0.05,31.48
0.399,0.14,0.059,31.48
0.431,0.15,0.052,32.76
0.42,0.14,0.031,32.76
0.404,0.305,0.047,32.76
0.405,0.215,0.04,32.76
0.355,0.16,0.027,27.92
0.325,0.225,0.055,27.92
0.425,0.425,0.048,27.92
0.341,0.21,0.041,27.92
0.36,0.195,0.039,18.59
0.339,0.385,0.04,18.59
0.326,0.58,0.04,18.59
0.335,0.23,0.031,18.59
0.33,0.165,0.036,15.58
0.339,0.16,0.04,15.58
0.331,0.145,0.034,15.58
0.325,0.17,0.051,15.58
0.334,0.125,0.059,17.35
0.321,0.115,0.026,17.35
0.35,0.11,0.034,17.35
0.339,0.1,0.05,17.35
0.331,0.08,0.029,15.67
0.339,0.13,0.031,15.67
0.33,0.105,0.037,15.67
0.366,0.115,0.037,15.67
0.344,0.085,0.042,15.26
0.355,0.055,0.08,15.26
0.185,0.065,0.128,15.26
0.09,0.06,0.083,15.26
0.096,0.065,0.062,14.21
0.1,0.055,0.096,14.21
0.179,0.06,0.037,14.21
0.166,0.055,0.0,14.21
0.124,0.06,0.0,13.13
0.181,0.06,0.0,13.13
0.504,0.055,0.0,13.13
0.116,0.06,0.26,13.13
0.114,0.03,0.53,12.02
0.136,0.02,0.3,12.02
0.089,0.0,0.0,12.02
0.121,0.0,0.0,12.02
0.1,0.0,0.0,13.0
0.13,0.0,0.03,13.0
0.129,0.0,0.056,13.0
0.105,0.005,0.004,13.0
0.101,0.005,0.005,16.89
0.129,0.01,0.005,16.89
0.136,0.0,0.0,16.89
0.124,0.0,0.004,16.89
0.095,0.0,0.006,14.66
0.301,0.0,0.0,14.66
0.514,0.0,0.0,14.66
0.256,0.0,0.06,14.66
0.105,0.005,0.0,17.03
0.38,0.005,0.0,17.03
0.284,0.0,0.06,17.03
0.406,0.0,0.0,17.03
0.314,0.0,0.0,14.0
0.101,0.0,0.007,14.0
0.089,0.0,0.053,14.0
0.095,0.0,0.0,14.0
0.095,0.01,0.0,9.73
0.1,0.0,0.073,9.73
0.101,0.01,0.353,9.73
0.089,0.01,0.113,9.73
0.091,0.0,0.018,11.98
0.09,0.0,0.031,11.98
0.094,0.0,0.25,11.98
0.095,0.36,0.085,11.98
0.121,0.39,0.083,12.45
0.089,0.245,0.092,12.45
0.085,0.265,0.092,12.45
0.121,0.62,0.085,12.45
0.149,0.3,0.073,13.58
0.081,0.01,0.067,13.58
0.094,0.01,0.078,13.58
0.111,0.0,0.054,13.58
0.114,0.0,0.07,16.66
0.105,0.0,0.06,16.66
0.116,0.0,0.161,16.66
0.134,0.0,0.093,16.66
0.14,0.01,0.094,22.69
0.13,0.045,0.073,22.69
0.131,0.03,0.075,22.69
0.124,0.145,0.064,22.69
0.131,0.08,0.076,30.03
0.159,0.085,0.07,30.03
0.17,0.09,0.066,30.03
0.171,0.125,0.067,30.03
0.149,0.12,0.047,29.98
0.125,0.145,0.052,29.98
0.125,0.17,0.06,29.98
0.115,0.175,0.042,29.98
0.091,0.215,0.024,29.9
0.08,0.24,0.046,29.9
0.089,0.245,0.041,29.9
0.085,0.24,0.021,29.9
0.076,0.24,0.048,32.39
0.074,0.23,0.037,32.39
0.116,0.23,0.024,32.39
0.08,0.24,0.067,32.39
0.09,0.195,0.045,25.54
0.08,0.165,0.034,25.54
0.069,0.465,0.034,25.54
0.085,0.545,0.039,25.54
0.07,0.145,0.029,24.29
0.086,0.16,0.036,24.29
0.089,0.15,0.036,24.29
0.085,0.165,0.041,24.29
0.085,0.145,0.042,21.53
0.07,0.14,0.047,21.53
0.085,0.14,0.043,21.53
0.075,0.09,0.027,21.53
0.076,0.085,0.039,18.94
0.085,0.04,0.041,18.94
0.08,0.05,0.031,18.94
0.104,0.04,0.029,18.94
0.075,0.05,0.052,16.23
0.076,0.045,0.026,16.23
0.094,0.07,0.05,16.23
0.091,0.06,0.051,16.23
0.08,0.065,0.032,16.22
0.104,0.06,0.074,16.22
0.095,0.06,0.114,16.22
0.13,0.06,0.051,16.22
0.075,0.055,0.067,18.1
0.096,0.065,0.052,18.1
0.11,0.06,0.38,18.1
0.08,0.065,0.397,18.1
0.1,0.05,0.024,31.54
0.099,0.05,0.021,31.54
0.091,0.04,0.001,31.54
0.099,0.045,0.331,31.54
0.085,0.11,0.121,40.39
0.095,0.09,0.008,40.39
0.095,0.135,0.137,40.39
0.106,0.09,0.203,40.39
0.1,0.185,0.398,44.91
0.09,0.065,0.426,44.91
0.1,0.045,0.258,44.91
0.079,0.07,0.329,44.91
0.095,0.04,0.049,39.6
0.096,0.07,0.0,39.6
0.09,0.055,0.04,39.6
0.109,0.045,0.0,39.6
0.16,0.025,0.0,37.49
0.18,0.025,0.184,37.49
0.111,0.0,0.006,37.49
0.089,0.01,0.0,37.49
0.121,0.0,0.0,38.19
0.1,0.0,0.0,38.19
0.089,0.0,0.0,38.19
0.101,0.0,0.0,38.19
0.08,0.0,0.0,32.61
0.099,0.0,0.0,32.61
0.091,0.0,0.0,32.61
0.089,0.0,0.0,32.61
0.09,0.0,0.0,31.98
0.08,0.0,0.0,31.98
0.085,0.0,0.0,31.98
0.096,0.0,0.0,31.98
0.08,0.0,0.0,30.62
0.1,0.045,0.01,30.62
0.09,0.005,0.035,30.62
0.089,0.0,0.044,30.62
0.085,0.0,0.039,30.28
0.071,0.0,0.059,30.28
0.085,0.0,0.072,30.28
0.08,0.0,0.067,30.28
0.079,0.0,0.105,29.98
0.096,0.0,0.106,29.98
0.104,0.0,0.113,29.98
0.121,0.0,0.25,29.98
0.105,0.0,0.127,32.92
0.109,0.0,0.061,32.92
0.125,0.0,0.087,32.92
0.116,0.0,0.064,32.92
0.125,0.0,0.066,34.73
0.125,0.0,0.075,34.73
0.099,0.0,0.067,34.73
0.136,0.0,0.078,34.73
0.14,0.0,0.091,36.97
0.13,0.01,0.109,36.97
0.149,0.005,0.097,36.97
0.131,0.06,0.104,36.97
